Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Gene start (bp),Overlapping Gene end (bp),Selected Strand,Selected Gene name,Selected Gene start (bp),Selected Gene end (bp),overlap type
ENSG00000183617,ENSG00000011132,-1,APBA3,3750772,3761692,1,MRPL54,3762682,3768575,2.0
ENSG00000065989,ENSG00000105401,-1,CDC37,10391133,10420121,1,PDE4A,10416773,10469630,5.0
ENSG00000105401,ENSG00000065989,1,PDE4A,10416773,10469630,-1,CDC37,10391133,10420121,5.0
ENSG00000160994,ENSG00000105143,-1,SLC1A6,14950033,15022990,1,CCDC105,15010726,15023276,5.0
ENSG00000131355,ENSG00000160961,1,ZNF333,14689801,14733746,-1,ADGRE3,14619117,14690027,2.0
ENSG00000198551,ENSG00000130165,-1,ELOF1,11551147,11559230,1,ZNF627,11559374,11619161,2.0
ENSG00000160961,ENSG00000131355,-1,ADGRE3,14619117,14690027,1,ZNF333,14689801,14733746,2.0
ENSG00000064490,ENSG00000064489,-1,BORCS8-MEF2B,19145569,19192158,1,RFXANK,19192229,19201869,2.0
ENSG00000064490,ENSG00000213999,-1,MEF2B,19145567,19192131,1,RFXANK,19192229,19201869,2.0
ENSG00000064490,ENSG00000254901,-1,BORCS8,19176903,19192591,1,RFXANK,19192229,19201869,2.0
ENSG00000213999,ENSG00000064489,-1,BORCS8-MEF2B,19145569,19192158,-1,MEF2B,19145567,19192131,3.0
ENSG00000213999,ENSG00000254901,-1,BORCS8,19176903,19192591,-1,MEF2B,19145567,19192131,3.0
ENSG00000213999,ENSG00000064490,1,RFXANK,19192229,19201869,-1,MEF2B,19145567,19192131,2.0
ENSG00000254901,ENSG00000064489,-1,BORCS8-MEF2B,19145569,19192158,-1,BORCS8,19176903,19192591,3.0
ENSG00000254901,ENSG00000213999,-1,MEF2B,19145567,19192131,-1,BORCS8,19176903,19192591,3.0
ENSG00000254901,ENSG00000064490,1,RFXANK,19192229,19201869,-1,BORCS8,19176903,19192591,2.0
ENSG00000064489,ENSG00000213999,-1,MEF2B,19145567,19192131,-1,BORCS8-MEF2B,19145569,19192158,3.0
ENSG00000064489,ENSG00000254901,-1,BORCS8,19176903,19192591,-1,BORCS8-MEF2B,19145569,19192158,3.0
ENSG00000064489,ENSG00000064490,1,RFXANK,19192229,19201869,-1,BORCS8-MEF2B,19145569,19192158,2.0
ENSG00000141979,ENSG00000268790,-1,,16577642,16660115,-1,,16479067,16628204,6.0
ENSG00000141979,ENSG00000105085,-1,MED26,16574907,16629062,-1,,16479067,16628204,3.0
ENSG00000105085,ENSG00000268790,-1,,16577642,16660115,-1,MED26,16574907,16629062,6.0
ENSG00000105085,ENSG00000141979,-1,,16479067,16628204,-1,MED26,16574907,16629062,3.0
ENSG00000214046,ENSG00000268790,-1,,16577642,16660115,-1,SMIM7,16630751,16660442,3.0
ENSG00000214046,ENSG00000072954,1,TMEM38A,16661139,16690023,-1,SMIM7,16630751,16660442,2.0
ENSG00000268790,ENSG00000214046,-1,SMIM7,16630751,16660442,-1,,16577642,16660115,3.0
ENSG00000072954,ENSG00000214046,-1,SMIM7,16630751,16660442,1,TMEM38A,16661139,16690023,2.0
ENSG00000258674,ENSG00000178093,-1,TSSK6,19512418,19515548,1,,19516227,19536076,2.0
ENSG00000258674,ENSG00000186010,1,NDUFA13,19515736,19529054,1,,19516227,19536076,3.0
ENSG00000186010,ENSG00000178093,-1,TSSK6,19512418,19515548,1,NDUFA13,19515736,19529054,2.0
ENSG00000186010,ENSG00000258674,1,,19516227,19536076,1,NDUFA13,19515736,19529054,3.0
ENSG00000178093,ENSG00000186010,1,NDUFA13,19515736,19529054,-1,TSSK6,19512418,19515548,2.0
ENSG00000178093,ENSG00000258674,1,,19516227,19536076,-1,TSSK6,19512418,19515548,2.0
ENSG00000250067,ENSG00000186010,1,NDUFA13,19515736,19529054,1,YJEFN3,19528861,19537581,1.0
ENSG00000250067,ENSG00000258674,1,,19516227,19536076,1,YJEFN3,19528861,19537581,6.0
ENSG00000105393,ENSG00000130307,-1,USHBP1,17249171,17282786,1,BABAM1,17267376,17281249,5.0
ENSG00000105393,ENSG00000269307,1,,17267418,17282966,1,BABAM1,17267376,17281249,3.0
ENSG00000269095,ENSG00000130307,-1,USHBP1,17249171,17282786,-1,,17235940,17255448,6.0
ENSG00000269307,ENSG00000130307,-1,USHBP1,17249171,17282786,1,,17267418,17282966,5.0
ENSG00000269307,ENSG00000105393,1,BABAM1,17267376,17281249,1,,17267418,17282966,3.0
ENSG00000160117,ENSG00000130307,-1,USHBP1,17249171,17282786,1,ANKLE1,17281645,17287646,5.0
ENSG00000160117,ENSG00000269307,1,,17267418,17282966,1,ANKLE1,17281645,17287646,6.0
ENSG00000160117,ENSG00000105393,1,BABAM1,17267376,17281249,1,ANKLE1,17281645,17287646,1.0
ENSG00000130307,ENSG00000269307,1,,17267418,17282966,-1,USHBP1,17249171,17282786,5.0
ENSG00000130307,ENSG00000160117,1,ANKLE1,17281645,17287646,-1,USHBP1,17249171,17282786,5.0
ENSG00000105705,ENSG00000129933,1,MAU2,19320829,19358754,-1,SUGP1,19276018,19320509,2.0
ENSG00000105072,ENSG00000141979,-1,,16479067,16628204,1,C19orf44,16496394,16521352,5.0
ENSG00000105072,ENSG00000269058,-1,CALR3,16479061,16496167,1,C19orf44,16496394,16521352,2.0
ENSG00000085872,ENSG00000141979,-1,,16479067,16628204,-1,CHERP,16517894,16542437,6.0
ENSG00000127526,ENSG00000141979,-1,,16479067,16628204,-1,SLC35E1,16549831,16572415,6.0
ENSG00000269058,ENSG00000141979,-1,,16479067,16628204,-1,CALR3,16479061,16496167,6.0
ENSG00000269058,ENSG00000105072,1,C19orf44,16496394,16521352,-1,CALR3,16479061,16496167,2.0
ENSG00000160161,ENSG00000250067,1,YJEFN3,19528861,19537581,1,CILP2,19538248,19546659,1.0
ENSG00000105676,ENSG00000064607,-1,SUGP2,18990888,19034023,1,ARMC6,19033575,19060311,2.0
ENSG00000064607,ENSG00000105676,1,ARMC6,19033575,19060311,-1,SUGP2,18990888,19034023,2.0
ENSG00000126249,ENSG00000266953,1,,34396315,34409364,1,PDCD2L,34404399,34426168,6.0
ENSG00000161558,ENSG00000105467,1,SYNGR4,48364367,48376377,-1,TMEM143,48332356,48364059,2.0
ENSG00000171570,ENSG00000268975,1,MIA-RAB4B,40771648,40796943,1,RAB4B-EGLN2,40778242,40808418,6.0
ENSG00000171570,ENSG00000167578,1,RAB4B,40778216,40796942,1,RAB4B-EGLN2,40778242,40808418,3.0
ENSG00000171570,ENSG00000261857,1,MIA,40771648,40777490,1,RAB4B-EGLN2,40778242,40808418,1.0
ENSG00000167578,ENSG00000268975,1,MIA-RAB4B,40771648,40796943,1,RAB4B,40778216,40796942,6.0
ENSG00000167578,ENSG00000261857,1,MIA,40771648,40777490,1,RAB4B,40778216,40796942,1.0
ENSG00000167578,ENSG00000171570,1,RAB4B-EGLN2,40778242,40808418,1,RAB4B,40778216,40796942,3.0
ENSG00000261857,ENSG00000268975,1,MIA-RAB4B,40771648,40796943,1,MIA,40771648,40777490,3.0
ENSG00000268975,ENSG00000261857,1,MIA,40771648,40777490,1,MIA-RAB4B,40771648,40796943,3.0
ENSG00000159885,ENSG00000267022,1,,44025354,44087318,1,ZNF222,44025342,44033110,3.0
ENSG00000178386,ENSG00000267022,1,,44025354,44087318,1,ZNF223,44051367,44067999,6.0
ENSG00000186026,ENSG00000267022,1,,44025354,44087318,1,ZNF284,44072159,44089613,6.0
ENSG00000269858,ENSG00000171570,1,RAB4B-EGLN2,40778242,40808418,1,EGLN2,40798996,40808434,6.0
ENSG00000268797,ENSG00000171570,1,RAB4B-EGLN2,40778242,40808418,1,,40801297,40898282,6.0
ENSG00000268797,ENSG00000269858,1,EGLN2,40798996,40808434,1,,40801297,40898282,6.0
ENSG00000105738,ENSG00000171804,-1,WDR87,37884823,37906677,1,SIPA1L3,37907208,38208369,2.0
ENSG00000267022,ENSG00000159885,1,ZNF222,44025342,44033110,1,,44025354,44087318,3.0
ENSG00000160505,ENSG00000179873,-1,NLRP11,55785397,55836800,1,NLRP4,55836540,55881855,2.0
ENSG00000255974,ENSG00000268797,1,,40801297,40898282,-1,CYP2A6,40843541,40850447,5.0
ENSG00000198077,ENSG00000268797,1,,40801297,40898282,-1,CYP2A7,40875439,40882752,5.0
ENSG00000268533,ENSG00000268133,1,,57363566,57398584,1,,57394183,57438457,6.0
ENSG00000268533,ENSG00000188785,1,ZNF548,57389850,57402992,1,,57394183,57438457,6.0
ENSG00000268533,ENSG00000269533,1,,57389884,57419994,1,,57394183,57438457,6.0
ENSG00000152433,ENSG00000268133,1,,57363566,57398584,1,ZNF547,57363477,57379565,3.0
ENSG00000152433,ENSG00000256060,1,TRAPPC2B,57363551,57365405,1,ZNF547,57363477,57379565,3.0
ENSG00000256060,ENSG00000268133,1,,57363566,57398584,1,TRAPPC2B,57363551,57365405,3.0
ENSG00000256060,ENSG00000152433,1,ZNF547,57363477,57379565,1,TRAPPC2B,57363551,57365405,3.0
ENSG00000188785,ENSG00000268133,1,,57363566,57398584,1,ZNF548,57389850,57402992,6.0
ENSG00000188785,ENSG00000269533,1,,57389884,57419994,1,ZNF548,57389850,57402992,3.0
ENSG00000269533,ENSG00000268133,1,,57363566,57398584,1,,57389884,57419994,6.0
ENSG00000269533,ENSG00000188785,1,ZNF548,57389850,57402992,1,,57389884,57419994,3.0
ENSG00000186272,ENSG00000269533,1,,57389884,57419994,1,ZNF17,57411161,57421934,6.0
ENSG00000186272,ENSG00000268533,1,,57394183,57438457,1,ZNF17,57411161,57421934,6.0
ENSG00000189114,ENSG00000007255,-1,TRAPPC6A,45162928,45178237,1,BLOC1S3,45178784,45216933,2.0
ENSG00000189114,ENSG00000007047,1,MARK4,45079288,45305284,1,BLOC1S3,45178784,45216933,6.0
ENSG00000104866,ENSG00000007047,1,MARK4,45079288,45305284,1,PPP1R37,45091396,45148077,6.0
ENSG00000104866,ENSG00000142252,1,GEMIN7,45079195,45091518,1,PPP1R37,45091396,45148077,1.0
ENSG00000007255,ENSG00000007047,1,MARK4,45079288,45305284,-1,TRAPPC6A,45162928,45178237,5.0
ENSG00000007255,ENSG00000189114,1,BLOC1S3,45178784,45216933,-1,TRAPPC6A,45162928,45178237,2.0
ENSG00000283632,ENSG00000007047,1,MARK4,45079288,45305284,-1,EXOC3L2,45212370,45245407,5.0
ENSG00000179846,ENSG00000007047,1,MARK4,45079288,45305284,-1,NKPD1,45149744,45160982,5.0
ENSG00000142252,ENSG00000007047,1,MARK4,45079288,45305284,1,GEMIN7,45079195,45091518,3.0
ENSG00000266953,ENSG00000105220,1,GPI,34359480,34402413,1,,34396315,34409364,6.0
ENSG00000186230,ENSG00000268533,1,,57394183,57438457,1,ZNF749,57435325,57447101,6.0
ENSG00000268163,ENSG00000197128,-1,ZNF772,57466663,57477570,-1,,57437970,57477536,3.0
ENSG00000167751,ENSG00000142515,1,KLK3,50854915,50860764,1,KLK2,50861568,50880567,1.0
ENSG00000121289,ENSG00000131944,1,FAAP24,32972209,32978229,-1,CEP89,32875925,32971991,2.0
ENSG00000283515,ENSG00000198131,1,ZNF544,58228594,58277495,1,,58228914,58315183,3.0
ENSG00000268361,ENSG00000167378,-1,IRGQ,43584367,43596134,-1,,43554692,43593036,6.0
ENSG00000124444,ENSG00000167378,-1,IRGQ,43584367,43596134,1,ZNF576,43596392,43601157,2.0
ENSG00000124444,ENSG00000226763,1,SRRM5,43596617,43614498,1,ZNF576,43596392,43601157,3.0
ENSG00000226763,ENSG00000167378,-1,IRGQ,43584367,43596134,1,SRRM5,43596617,43614498,2.0
ENSG00000226763,ENSG00000124444,1,ZNF576,43596392,43601157,1,SRRM5,43596617,43614498,3.0
ENSG00000104901,ENSG00000074219,-1,TEAD2,49340595,49362457,1,DKKL1,49361783,49375116,2.0
ENSG00000007047,ENSG00000142252,1,GEMIN7,45079195,45091518,1,MARK4,45079288,45305284,3.0
ENSG00000130755,ENSG00000179134,1,SAMD4B,39342421,39385710,-1,GMFG,39328353,39342372,2.0
ENSG00000006712,ENSG00000063322,1,MED29,39391303,39400641,-1,PAF1,39385629,39391154,2.0
ENSG00000063322,ENSG00000006712,-1,PAF1,39385629,39391154,1,MED29,39391303,39400641,2.0
ENSG00000105193,ENSG00000196235,1,SUPT5H,39436156,39476670,-1,RPS16,39433137,39435949,2.0
ENSG00000196235,ENSG00000105193,-1,RPS16,39433137,39435949,1,SUPT5H,39436156,39476670,2.0
ENSG00000130545,ENSG00000125648,-1,SLC25A23,6436079,6465203,1,CRB3,6463777,6467221,5.0
ENSG00000125733,ENSG00000125734,-1,GPR108,6729914,6737580,1,TRIP10,6737925,6751530,2.0
ENSG00000125730,ENSG00000125734,-1,GPR108,6729914,6737580,-1,C3,6677704,6730562,1.0
ENSG00000125755,ENSG00000170608,1,FOXA3,45863989,45873797,-1,SYMPK,45815410,45863194,2.0
ENSG00000170608,ENSG00000125755,-1,SYMPK,45815410,45863194,1,FOXA3,45863989,45873797,2.0
ENSG00000104941,ENSG00000125755,-1,SYMPK,45815410,45863194,-1,RSPH6A,45795713,45815308,1.0
ENSG00000268434,ENSG00000185800,-1,DMWD,45782947,45792845,-1,,45779437,45785973,6.0
ENSG00000104936,ENSG00000185800,-1,DMWD,45782947,45792845,-1,DMPK,45769709,45782552,1.0
ENSG00000104936,ENSG00000268434,-1,,45779437,45785973,-1,DMPK,45769709,45782552,6.0
ENSG00000127452,ENSG00000198258,1,UBL5,9827892,9830115,-1,FBXL12,9810267,9827816,2.0
ENSG00000178935,ENSG00000083828,1,ZNF586,57769655,57819939,-1,ZNF552,57803841,57814913,5.0
ENSG00000268750,ENSG00000083828,1,ZNF586,57769655,57819939,1,,57819719,57858941,1.0
ENSG00000268750,ENSG00000269343,1,ZNF587B,57819721,57846238,1,,57819719,57858941,3.0
ENSG00000269343,ENSG00000083828,1,ZNF586,57769655,57819939,1,ZNF587B,57819721,57846238,1.0
ENSG00000269343,ENSG00000268750,1,,57819719,57858941,1,ZNF587B,57819721,57846238,3.0
ENSG00000198466,ENSG00000268750,1,,57819719,57858941,1,ZNF587,57849859,57865117,6.0
ENSG00000198466,ENSG00000204514,-1,ZNF814,57848731,57889074,1,ZNF587,57849859,57865117,5.0
ENSG00000269476,ENSG00000173480,-1,ZNF417,57900296,57916610,-1,,57876765,57916591,3.0
ENSG00000173480,ENSG00000269476,-1,,57876765,57916591,-1,ZNF417,57900296,57916610,3.0
ENSG00000204514,ENSG00000269476,-1,,57876765,57916591,-1,ZNF814,57848731,57889074,6.0
ENSG00000104951,ENSG00000269179,-1,,49909501,49958391,-1,IL4I1,49889654,49929539,6.0
ENSG00000104951,ENSG00000169136,1,ATF5,49928702,49933935,-1,IL4I1,49889654,49929539,2.0
ENSG00000104951,ENSG00000213024,-1,NUP62,49906825,49929764,-1,IL4I1,49889654,49929539,3.0
ENSG00000169136,ENSG00000269179,-1,,49909501,49958391,1,ATF5,49928702,49933935,5.0
ENSG00000169136,ENSG00000213024,-1,NUP62,49906825,49929764,1,ATF5,49928702,49933935,5.0
ENSG00000169136,ENSG00000104951,-1,IL4I1,49889654,49929539,1,ATF5,49928702,49933935,2.0
ENSG00000213024,ENSG00000269179,-1,,49909501,49958391,-1,NUP62,49906825,49929764,6.0
ENSG00000213024,ENSG00000169136,1,ATF5,49928702,49933935,-1,NUP62,49906825,49929764,5.0
ENSG00000213024,ENSG00000104951,-1,IL4I1,49889654,49929539,-1,NUP62,49906825,49929764,3.0
ENSG00000269179,ENSG00000161640,-1,SIGLEC11,49948985,49961172,-1,,49909501,49958391,6.0
ENSG00000105053,ENSG00000142528,1,ZNF473,50025714,50053414,-1,VRK3,49976468,50025946,2.0
ENSG00000142528,ENSG00000105053,-1,VRK3,49976468,50025946,1,ZNF473,50025714,50053414,2.0
ENSG00000142513,ENSG00000261341,-1,SMIM47,50776141,50793142,1,ACP4,50790415,50795219,5.0
ENSG00000186020,ENSG00000161298,1,ZNF382,36604817,36634114,-1,ZNF529,36534774,36605276,2.0
ENSG00000160396,ENSG00000105223,1,PLD3,40348456,40389472,-1,HIPK4,40379271,40390181,5.0
ENSG00000160392,ENSG00000105223,1,PLD3,40348456,40389472,-1,C19orf47,40319536,40348527,2.0
ENSG00000074219,ENSG00000104901,1,DKKL1,49361783,49375116,-1,TEAD2,49340595,49362457,2.0
ENSG00000161677,ENSG00000204653,-1,ASPDH,50511600,50514690,-1,JOSD2,50505998,50511220,1.0
ENSG00000196081,ENSG00000283201,-1,,23222755,23274221,-1,ZNF724,23221599,23250394,6.0
ENSG00000073050,ENSG00000268361,-1,,43554692,43593036,-1,XRCC1,43543311,43580473,6.0
ENSG00000073050,ENSG00000234465,1,PINLYP,43575801,43583964,-1,XRCC1,43543311,43580473,5.0
ENSG00000234465,ENSG00000268361,-1,,43554692,43593036,1,PINLYP,43575801,43583964,5.0
ENSG00000234465,ENSG00000073050,-1,XRCC1,43543311,43580473,1,PINLYP,43575801,43583964,5.0
ENSG00000105550,ENSG00000174951,-1,FUT1,48748011,48755390,1,FGF21,48755524,48758333,2.0
ENSG00000087076,ENSG00000105559,-1,PLEKHA4,48837092,48868617,-1,HSD17B14,48813018,48836510,1.0
ENSG00000267360,ENSG00000245680,-1,ZNF585B,37181579,37218153,-1,,37093019,37210512,6.0
ENSG00000188283,ENSG00000245680,-1,ZNF585B,37181579,37218153,1,ZNF383,37217926,37248740,2.0
ENSG00000196967,ENSG00000267360,-1,,37093019,37210512,-1,ZNF585A,37106734,37172741,6.0
ENSG00000245680,ENSG00000188283,1,ZNF383,37217926,37248740,-1,ZNF585B,37181579,37218153,2.0
ENSG00000153902,ENSG00000221946,1,FXYD7,35143250,35154302,-1,LGI4,35124513,35142451,2.0
ENSG00000153902,ENSG00000266964,1,FXYD1,35138824,35143109,-1,LGI4,35124513,35142451,5.0
ENSG00000089327,ENSG00000221946,1,FXYD7,35143250,35154302,1,FXYD5,35154730,35169881,1.0
ENSG00000221946,ENSG00000266964,1,FXYD1,35138824,35143109,1,FXYD7,35143250,35154302,1.0
ENSG00000221946,ENSG00000153902,-1,LGI4,35124513,35142451,1,FXYD7,35143250,35154302,2.0
ENSG00000266964,ENSG00000153902,-1,LGI4,35124513,35142451,1,FXYD1,35138824,35143109,5.0
ENSG00000160471,ENSG00000267706,-1,,55352301,55359516,-1,COX6B2,55349306,55354719,6.0
ENSG00000160471,ENSG00000180043,-1,GARIN5B,55354908,55363260,-1,COX6B2,55349306,55354719,1.0
ENSG00000267706,ENSG00000180043,-1,GARIN5B,55354908,55363260,-1,,55352301,55359516,6.0
ENSG00000063241,ENSG00000283567,-1,C19orf85,55463001,55464751,-1,ISOC2,55452985,55462343,1.0
ENSG00000090971,ENSG00000197483,1,ZNF628,55476617,55484487,1,NAT14,55485188,55487568,1.0
ENSG00000179954,ENSG00000090971,1,NAT14,55485188,55487568,1,SSC5D,55488404,55519099,1.0
ENSG00000179943,ENSG00000171443,1,ZNF524,55600022,55603138,-1,FIZ1,55591376,55601970,5.0
ENSG00000171443,ENSG00000179943,-1,FIZ1,55591376,55601970,1,ZNF524,55600022,55603138,5.0
ENSG00000213015,ENSG00000171425,1,ZNF581,55635459,55645623,1,ZNF580,55635016,55643470,3.0
ENSG00000173581,ENSG00000171425,1,ZNF581,55635459,55645623,1,CCDC106,55641062,55653161,6.0
ENSG00000173581,ENSG00000213015,1,ZNF580,55635016,55643470,1,CCDC106,55641062,55653161,6.0
ENSG00000171425,ENSG00000213015,1,ZNF580,55635016,55643470,1,ZNF581,55635459,55645623,3.0
ENSG00000063245,ENSG00000063244,1,U2AF2,55654146,55674716,1,EPN1,55675226,55709858,1.0
ENSG00000071655,ENSG00000267059,-1,,1578339,1605445,-1,MBD3,1573596,1592865,6.0
ENSG00000127540,ENSG00000267059,-1,,1578339,1605445,-1,UQCR11,1597169,1605473,3.0
ENSG00000267710,ENSG00000131848,-1,ZSCAN5A,56219670,56368383,1,EDDM13,56272748,56310454,5.0
ENSG00000243207,ENSG00000130810,1,PPAN,10106362,10112012,1,PPAN-P2RY11,10106223,10114780,3.0
ENSG00000244165,ENSG00000130810,1,PPAN,10106362,10112012,1,P2RY11,10111693,10115372,1.0
ENSG00000244165,ENSG00000243207,1,PPAN-P2RY11,10106223,10114780,1,P2RY11,10111693,10115372,6.0
ENSG00000130810,ENSG00000243207,1,PPAN-P2RY11,10106223,10114780,1,PPAN,10106362,10112012,3.0
ENSG00000267534,ENSG00000130816,-1,DNMT1,10133342,10231286,-1,S1PR2,10221433,10231331,3.0
ENSG00000105371,ENSG00000090339,1,ICAM1,10271093,10286615,1,ICAM4,10286955,10288522,1.0
ENSG00000267303,ENSG00000161847,-1,RAVER1,10316212,10333529,-1,,10315471,10320678,6.0
ENSG00000167807,ENSG00000161847,-1,RAVER1,10316212,10333529,-1,,10305427,10316009,1.0
ENSG00000167807,ENSG00000267303,-1,,10315471,10320678,-1,,10305427,10316009,1.0
ENSG00000167807,ENSG00000267673,-1,FDX2,10309916,10316015,-1,,10305427,10316009,3.0
ENSG00000267673,ENSG00000161847,-1,RAVER1,10316212,10333529,-1,FDX2,10309916,10316015,1.0
ENSG00000267673,ENSG00000267303,-1,,10315471,10320678,-1,FDX2,10309916,10316015,1.0
ENSG00000267673,ENSG00000167807,-1,,10305427,10316009,-1,FDX2,10309916,10316015,3.0
ENSG00000198538,ENSG00000204604,-1,ZNF468,52838010,52857649,-1,ZNF28,52797408,52857600,3.0
ENSG00000268107,ENSG00000105136,1,ZNF419,57487711,57496098,1,,57487718,57517559,3.0
ENSG00000152439,ENSG00000268107,1,,57487718,57517559,1,ZNF773,57499915,57518404,6.0
ENSG00000105136,ENSG00000268107,1,,57487718,57517559,1,ZNF419,57487711,57496098,3.0
ENSG00000083817,ENSG00000171649,1,ZIK1,57578456,57593890,-1,ZNF416,57571566,57578911,2.0
ENSG00000171649,ENSG00000083817,-1,ZNF416,57571566,57578911,1,ZIK1,57578456,57593890,2.0
ENSG00000196437,ENSG00000171827,1,ZNF570,37467585,37488652,-1,ZNF569,37411155,37469275,5.0
ENSG00000267552,ENSG00000198182,-1,ZNF607,37696371,37719761,-1,,37689865,37719188,3.0
ENSG00000198182,ENSG00000267552,-1,,37689865,37719188,-1,ZNF607,37696371,37719761,3.0
ENSG00000120784,ENSG00000267552,-1,,37689865,37719188,-1,ZFP30,37613749,37692337,6.0
ENSG00000171804,ENSG00000105738,1,SIPA1L3,37907208,38208369,-1,WDR87,37884823,37906677,2.0
ENSG00000142039,ENSG00000105329,-1,TGFB1,41301587,41353922,1,CCDC97,41310172,41324873,5.0
ENSG00000255730,ENSG00000105329,-1,TGFB1,41301587,41353922,1,,41350853,41425001,5.0
ENSG00000255730,ENSG00000142046,1,TMEM91,41350911,41384083,1,,41350853,41425001,3.0
ENSG00000142046,ENSG00000105329,-1,TGFB1,41301587,41353922,1,TMEM91,41350911,41384083,5.0
ENSG00000142046,ENSG00000255730,1,,41350853,41425001,1,TMEM91,41350911,41384083,3.0
ENSG00000123810,ENSG00000142046,1,TMEM91,41350911,41384083,-1,B9D2,41354417,41364165,5.0
ENSG00000123810,ENSG00000255730,1,,41350853,41425001,-1,B9D2,41354417,41364165,5.0
ENSG00000105329,ENSG00000142046,1,TMEM91,41350911,41384083,-1,TGFB1,41301587,41353922,5.0
ENSG00000105329,ENSG00000255730,1,,41350853,41425001,-1,TGFB1,41301587,41353922,5.0
ENSG00000105329,ENSG00000123810,-1,B9D2,41354417,41364165,-1,TGFB1,41301587,41353922,1.0
ENSG00000248098,ENSG00000255730,1,,41350853,41425001,1,BCKDHA,41397808,41425002,6.0
ENSG00000248098,ENSG00000077348,-1,EXOSC5,41386371,41397362,1,BCKDHA,41397808,41425002,2.0
ENSG00000077348,ENSG00000255730,1,,41350853,41425001,-1,EXOSC5,41386371,41397362,5.0
ENSG00000077348,ENSG00000248098,1,BCKDHA,41397808,41425002,-1,EXOSC5,41386371,41397362,2.0
ENSG00000171049,ENSG00000171051,-1,FPR1,51745172,51804115,1,FPR2,51752026,51770531,5.0
ENSG00000187474,ENSG00000171051,-1,FPR1,51745172,51804115,1,FPR3,51795157,51826190,5.0
ENSG00000096996,ENSG00000099308,1,MAST3,18097778,18151692,-1,IL12RB1,18058995,18098944,5.0
ENSG00000268173,ENSG00000105647,1,PIK3R2,18153163,18170532,1,,18153158,18178117,3.0
ENSG00000105647,ENSG00000268173,1,,18153158,18178117,1,PIK3R2,18153163,18170532,3.0
ENSG00000216490,ENSG00000268173,1,,18153158,18178117,1,IFI30,18173162,18178117,6.0
ENSG00000285188,ENSG00000284797,-1,,18249950,18255362,-1,,18207961,18255419,3.0
ENSG00000010361,ENSG00000104973,1,MED25,49818282,49840383,-1,FUZ,49806866,49817376,2.0
ENSG00000039650,ENSG00000204673,-1,AKT1S1,49869033,49878459,-1,PNKP,49859882,49878351,3.0
ENSG00000039650,ENSG00000104946,1,TBC1D17,49877666,49888750,-1,PNKP,49859882,49878351,2.0
ENSG00000104946,ENSG00000204673,-1,AKT1S1,49869033,49878459,1,TBC1D17,49877666,49888750,2.0
ENSG00000104946,ENSG00000039650,-1,PNKP,49859882,49878351,1,TBC1D17,49877666,49888750,2.0
ENSG00000204673,ENSG00000104946,1,TBC1D17,49877666,49888750,-1,AKT1S1,49869033,49878459,2.0
ENSG00000204673,ENSG00000039650,-1,PNKP,49859882,49878351,-1,AKT1S1,49869033,49878459,3.0
ENSG00000104973,ENSG00000010361,-1,FUZ,49806866,49817376,1,MED25,49818282,49840383,2.0
ENSG00000178078,ENSG00000008382,1,MPND,4343527,4360086,-1,STAP2,4324043,4342786,2.0
ENSG00000130733,ENSG00000142444,1,TIMM29,10928811,10933535,-1,YIPF2,10922185,10928681,2.0
ENSG00000198258,ENSG00000127452,-1,FBXL12,9810267,9827816,1,UBL5,9827892,9830115,2.0
ENSG00000171827,ENSG00000196437,-1,ZNF569,37411155,37469275,1,ZNF570,37467585,37488652,5.0
ENSG00000126246,ENSG00000267120,-1,,35739252,35745432,-1,IGFLR1,35738801,35742453,6.0
ENSG00000126246,ENSG00000161265,-1,U2AF1L4,35742464,35745445,-1,IGFLR1,35738801,35742453,1.0
ENSG00000161265,ENSG00000267120,-1,,35739252,35745432,-1,U2AF1L4,35742464,35745445,3.0
ENSG00000161265,ENSG00000205155,1,PSENEN,35745600,35747519,-1,U2AF1L4,35742464,35745445,2.0
ENSG00000161265,ENSG00000188223,1,,35745678,35754519,-1,U2AF1L4,35742464,35745445,2.0
ENSG00000205155,ENSG00000267120,-1,,35739252,35745432,1,PSENEN,35745600,35747519,2.0
ENSG00000205155,ENSG00000161265,-1,U2AF1L4,35742464,35745445,1,PSENEN,35745600,35747519,2.0
ENSG00000205155,ENSG00000188223,1,,35745678,35754519,1,PSENEN,35745600,35747519,3.0
ENSG00000188223,ENSG00000267120,-1,,35739252,35745432,1,,35745678,35754519,2.0
ENSG00000188223,ENSG00000161265,-1,U2AF1L4,35742464,35745445,1,,35745678,35754519,2.0
ENSG00000188223,ENSG00000205155,1,PSENEN,35745600,35747519,1,,35745678,35754519,3.0
ENSG00000267120,ENSG00000161265,-1,U2AF1L4,35742464,35745445,-1,,35739252,35745432,3.0
ENSG00000267120,ENSG00000205155,1,PSENEN,35745600,35747519,-1,,35739252,35745432,2.0
ENSG00000267120,ENSG00000188223,1,,35745678,35754519,-1,,35739252,35745432,2.0
ENSG00000267796,ENSG00000205155,1,PSENEN,35745600,35747519,1,LIN37,35748361,35754519,1.0
ENSG00000267796,ENSG00000188223,1,,35745678,35754519,1,LIN37,35748361,35754519,6.0
ENSG00000004776,ENSG00000167595,1,PROSER3,35758143,35771166,-1,HSPB6,35754566,35758079,2.0
