Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000164304,ENSG00000124784,1,RIOK1,7389808,7418037,7389808,-1,CAGE1,7326659,7389742,7389742,2.0
ENSG00000124784,ENSG00000164304,-1,CAGE1,7326659,7389742,7389742,1,RIOK1,7389808,7418037,7389808,2.0
ENSG00000112078,ENSG00000179165,-1,PXT1,36390551,36442854,36442854,1,KCTD20,36443000,36491141,36443000,2.0
ENSG00000146085,ENSG00000031691,1,CENPQ,49463370,49493107,49463370,-1,MMUT,49430360,49463253,49463253,2.0
ENSG00000065491,ENSG00000172738,-1,TMEM217,37212181,37258144,37258144,1,TBC1D22B,37257772,37332970,37257772,2.0
ENSG00000065491,ENSG00000286105,-1,TMEM217B,37212181,37258144,37258144,1,TBC1D22B,37257772,37332970,37257772,2.0
ENSG00000286105,ENSG00000172738,-1,TMEM217,37212181,37258144,37258144,-1,TMEM217B,37212181,37258144,37258144,3.0
ENSG00000286105,ENSG00000065491,1,TBC1D22B,37257772,37332970,37257772,-1,TMEM217B,37212181,37258144,37258144,2.0
ENSG00000172738,ENSG00000286105,-1,TMEM217B,37212181,37258144,37258144,-1,TMEM217,37212181,37258144,37258144,3.0
ENSG00000172738,ENSG00000065491,1,TBC1D22B,37257772,37332970,37257772,-1,TMEM217,37212181,37258144,37258144,2.0
ENSG00000031691,ENSG00000146085,-1,MMUT,49430360,49463253,49463253,1,CENPQ,49463370,49493107,49463370,2.0
ENSG00000124813,ENSG00000196284,-1,SUPT3H,44826726,45377934,45377934,1,RUNX2,45328330,45551082,45328330,5.0
ENSG00000146233,ENSG00000153291,1,SLC25A27,46652975,46678190,46652975,-1,CYP39A1,46549580,46652818,46652818,2.0
ENSG00000203778,ENSG00000074935,-1,TUBE1,112070663,112087482,112087482,1,FAM229B,112087591,112102790,112087591,2.0
ENSG00000009844,ENSG00000135577,-1,NMBR,142074484,142147122,142147122,1,VTA1,142147263,142224685,142147263,2.0
ENSG00000203733,ENSG00000135577,-1,NMBR,142074484,142147122,142147122,1,GJE1,142132925,142135358,142132925,5.0
ENSG00000034693,ENSG00000189007,-1,ADAT2,143422832,143450695,143450695,1,PEX3,143450805,143490616,143450805,2.0
ENSG00000123500,ENSG00000178425,1,NT5DC1,116100853,116249497,116100853,-1,COL10A1,116118909,116126132,116126132,5.0
ENSG00000198523,ENSG00000111860,-1,CEP85L,118460772,118651591,118651591,1,PLN,118548296,118561716,118548296,5.0
ENSG00000124596,ENSG00000001167,1,NFYA,41072974,41102403,41072974,-1,OARD1,41064772,41072356,41072356,2.0
ENSG00000189007,ENSG00000034693,1,PEX3,143450805,143490616,143450805,-1,ADAT2,143422832,143450695,143450695,2.0
ENSG00000164411,ENSG00000111850,1,SMIM8,87322588,87342329,87322588,-1,GJB7,87282980,87329278,87329278,5.0
ENSG00000168438,ENSG00000112290,-1,WASF1,110099819,110179670,110179670,1,CDC40,110180427,110232232,110180427,2.0
ENSG00000112290,ENSG00000168438,1,CDC40,110180427,110232232,110180427,-1,WASF1,110099819,110179670,110179670,2.0
ENSG00000130023,ENSG00000184786,-1,DYNLT2,169740109,169751572,169751572,1,ERMARD,169751622,169781600,169751622,2.0
ENSG00000118491,ENSG00000135521,1,LTV1,143843338,143863812,143843338,1,ZC2HC1B,143864474,143938343,143864474,1.0
ENSG00000184465,ENSG00000185127,1,C6orf120,169702126,169706360,169702126,-1,WDR27,169457212,169702029,169702029,2.0
ENSG00000074935,ENSG00000203778,1,FAM229B,112087591,112102790,112087591,-1,TUBE1,112070663,112087482,112087482,2.0
ENSG00000184786,ENSG00000130023,1,ERMARD,169751622,169781600,169751622,-1,DYNLT2,169740109,169751572,169751572,2.0
ENSG00000028839,ENSG00000288529,1,,133953304,133980088,133953304,1,TBPL1,133953224,133990432,133953224,3.0
ENSG00000288529,ENSG00000028839,1,TBPL1,133953224,133990432,133953224,1,,133953304,133980088,133953304,3.0
ENSG00000288614,ENSG00000112144,-1,CILK1,53001303,53061824,53061824,-1,,53041266,53041385,53041385,6.0
ENSG00000145982,ENSG00000214113,-1,LYRM4,5108419,5260950,5260950,1,FARS2,5261513,5771583,5261513,2.0
ENSG00000111802,ENSG00000112304,1,ACOT13,24667077,24705046,24667077,-1,TDP2,24649979,24666899,24666899,2.0
ENSG00000112304,ENSG00000111802,-1,TDP2,24649979,24666899,24666899,1,ACOT13,24667077,24705046,24667077,2.0
ENSG00000112367,ENSG00000155085,-1,AK9,109492855,109691202,109691202,1,FIG4,109691296,109825426,109691296,2.0
ENSG00000111845,ENSG00000137434,-1,C6orf52,10671422,10694616,10694616,1,PAK1IP1,10694972,10709782,10694972,2.0
ENSG00000120438,ENSG00000112110,1,MRPL18,159790467,159798429,159790467,-1,TCP1,159778498,159789602,159789602,2.0
ENSG00000112110,ENSG00000120438,-1,TCP1,159778498,159789602,159789602,1,MRPL18,159790467,159798429,159790467,2.0
ENSG00000221821,ENSG00000146223,1,RPL7L1,42879616,42889900,42879616,-1,C6orf226,42890265,42890821,42890821,5.0
ENSG00000124733,ENSG00000124702,1,KLHDC3,43014249,43021294,43014249,-1,MEA1,43011143,43013946,43013946,2.0
ENSG00000124541,ENSG00000124702,1,KLHDC3,43014249,43021294,43014249,1,RRP36,43021623,43029599,43021623,1.0
ENSG00000137171,ENSG00000112651,-1,MRPL2,43054029,43059434,43059434,1,KLC4,43059631,43075093,43059631,2.0
ENSG00000044090,ENSG00000112651,-1,MRPL2,43054029,43059434,43059434,-1,CUL7,43037617,43053851,43053851,1.0
ENSG00000112651,ENSG00000137171,1,KLC4,43059631,43075093,43059631,-1,MRPL2,43054029,43059434,43059434,2.0
ENSG00000112659,ENSG00000112658,1,SRF,43171269,43181506,43171269,1,CUL9,43182196,43224587,43182196,1.0
ENSG00000130347,ENSG00000130348,1,QRSL1,106629578,106668417,106629578,-1,RTN4IP1,106570771,106629498,106629498,2.0
ENSG00000130348,ENSG00000130347,-1,RTN4IP1,106570771,106629498,106629498,1,QRSL1,106629578,106668417,106629578,2.0
ENSG00000171217,ENSG00000029639,-1,TFB1M,155256134,155314484,155314484,1,CLDN20,155264013,155276548,155264013,5.0
ENSG00000204540,ENSG00000204539,-1,CDSN,31115087,31120446,31120446,1,PSORS1C1,31114800,31140092,31114800,4.0
ENSG00000204539,ENSG00000204540,1,PSORS1C1,31114800,31140092,31114800,-1,CDSN,31115087,31120446,31120446,4.0
ENSG00000204538,ENSG00000204540,1,PSORS1C1,31114800,31140092,31114800,-1,PSORS1C2,31137534,31139066,31139066,5.0
ENSG00000137411,ENSG00000213780,1,GTF2H4,30908207,30914106,30908207,1,VARS2,30914238,30926459,30914238,1.0
ENSG00000214113,ENSG00000145982,1,FARS2,5261513,5771583,5261513,-1,LYRM4,5108419,5260950,5260950,2.0
ENSG00000278637,ENSG00000275714,1,H3C1,26020451,26020958,26020451,1,H4C1,26021649,26022050,26021649,1.0
ENSG00000286522,ENSG00000278463,-1,H2AC4,26033092,26033618,26033618,-1,H3C2,26031589,26032099,26032099,1.0
ENSG00000204439,ENSG00000204438,-1,GPANK1,31661228,31664997,31664997,-1,C6orf47,31658298,31660778,31660778,1.0
ENSG00000204396,ENSG00000204394,-1,VARS1,31777518,31795752,31795752,-1,VWA7,31765590,31777328,31777328,1.0
ENSG00000180992,ENSG00000137216,1,TMEM63B,44127554,44155519,44127554,-1,MRPL14,44113451,44127452,44127452,2.0
ENSG00000137216,ENSG00000180992,-1,MRPL14,44113451,44127452,44127452,1,TMEM63B,44127554,44155519,44127554,2.0
ENSG00000171453,ENSG00000137207,-1,YIPF3,43511832,43516926,43516926,1,POLR1C,43517089,43521513,43517089,2.0
ENSG00000137207,ENSG00000171453,1,POLR1C,43517089,43521513,43517089,-1,YIPF3,43511832,43516926,43516926,2.0
ENSG00000124571,ENSG00000170734,1,POLH,43576185,43620523,43576185,-1,XPO5,43522334,43576038,43576038,2.0
ENSG00000170734,ENSG00000124571,-1,XPO5,43522334,43576038,43576038,1,POLH,43576185,43620523,43576185,2.0
ENSG00000137218,ENSG00000278224,1,PRICKLE4,41780782,41787452,41780782,-1,FRS3,41770176,41779900,41779900,2.0
ENSG00000214736,ENSG00000278224,1,PRICKLE4,41780782,41787452,41780782,1,TOMM6,41787694,41789895,41787694,1.0
ENSG00000278224,ENSG00000137218,-1,FRS3,41770176,41779900,41779900,1,PRICKLE4,41780782,41787452,41780782,2.0
ENSG00000204390,ENSG00000204389,1,HSPA1A,31815543,31817942,31815543,-1,HSPA1L,31809619,31815283,31815283,2.0
ENSG00000204389,ENSG00000204390,-1,HSPA1L,31809619,31815283,31815283,1,HSPA1A,31815543,31817942,31815543,2.0
ENSG00000204386,ENSG00000204385,-1,SLC44A4,31863192,31878997,31878997,-1,NEU1,31857659,31862821,31862821,1.0
ENSG00000288646,ENSG00000112146,1,FBXO9,53065404,53100873,53065404,1,,53065602,53065673,53065602,3.0
ENSG00000204576,ENSG00000204590,-1,GNL1,30541381,30556489,30556489,1,PRR3,30557295,30563723,30557295,2.0
ENSG00000204569,ENSG00000204568,1,MRPS18B,30617840,30626392,30617840,-1,PPP1R10,30600413,30617243,30617243,2.0
ENSG00000137343,ENSG00000204568,1,MRPS18B,30617840,30626392,30617840,1,ATAT1,30626874,30646821,30626874,1.0
ENSG00000204568,ENSG00000204569,-1,PPP1R10,30600413,30617243,30617243,1,MRPS18B,30617840,30626392,30617840,2.0
ENSG00000204564,ENSG00000137343,1,ATAT1,30626874,30646821,30626874,1,C6orf136,30647133,30653207,30647133,1.0
ENSG00000112146,ENSG00000288646,1,,53065602,53065673,53065602,1,FBXO9,53065404,53100873,53065404,3.0
ENSG00000225921,ENSG00000124523,1,SIRT5,13574601,13615158,13574601,1,NOL7,13615335,13621712,13615335,1.0
ENSG00000240065,ENSG00000168394,-1,TAP1,32845209,32853704,32853704,1,PSMB9,32854192,32859851,32854192,2.0
ENSG00000135336,ENSG00000146282,-1,RARS2,87513938,87589987,87589987,1,ORC3,87590135,87667451,87590135,2.0
ENSG00000275221,ENSG00000233822,1,H2BC15,27838569,27839110,27838569,-1,H2AC15,27837880,27838375,27838375,2.0
ENSG00000275379,ENSG00000275126,-1,H4C13,27873148,27873534,27873534,-1,H3C11,27871845,27872346,27872346,1.0
ENSG00000278677,ENSG00000274641,1,H2BC17,27893425,27893891,27893425,-1,H2AC17,27892699,27893185,27893185,2.0
ENSG00000274641,ENSG00000278677,-1,H2AC17,27892699,27893185,27893185,1,H2BC17,27893425,27893891,27893425,2.0
ENSG00000204385,ENSG00000204371,-1,EHMT2,31879759,31897698,31897698,-1,SLC44A4,31863192,31878997,31878997,1.0
ENSG00000213676,ENSG00000204315,-1,FKBPL,32128707,32130288,32130288,-1,ATF6B,32115264,32128246,32128246,1.0
ENSG00000241404,ENSG00000221988,1,PPT2,32154141,32163675,32154141,1,EGFL8,32164595,32168281,32164595,1.0
ENSG00000204304,ENSG00000213654,-1,GPSM3,32190766,32192643,32192643,-1,PBX2,32184733,32190202,32190202,1.0
ENSG00000137312,ENSG00000137331,-1,IER3,30743199,30744547,30744547,-1,FLOT1,30727709,30742687,30742687,1.0
ENSG00000007866,ENSG00000112041,-1,TULP1,35497874,35512896,35512896,-1,TEAD3,35473597,35497079,35497079,1.0
ENSG00000153291,ENSG00000146233,-1,CYP39A1,46549580,46652818,46652818,1,SLC25A27,46652975,46678190,46652975,2.0
ENSG00000204356,ENSG00000204351,1,SKIC2,31959175,31969751,31959175,-1,NELFE,31952087,31958971,31958971,2.0
ENSG00000204348,ENSG00000204344,1,STK19,31972363,31981446,31972363,-1,DXO,31969815,31972138,31972138,2.0
ENSG00000244731,ENSG00000204344,1,STK19,31972363,31981446,31972363,1,C4A,31982057,32002681,31982057,1.0
ENSG00000180573,ENSG00000180596,-1,H2BC4,26123467,26123926,26123926,1,H2AC6,26124172,26124690,26124172,2.0
ENSG00000196866,ENSG00000277224,1,H2BC7,26199516,26199988,26199516,-1,H2AC7,26198784,26199293,26199293,2.0
ENSG00000277775,ENSG00000275713,1,H2BC9,26251614,26252075,26251614,-1,H3C7,26250142,26250635,26250635,2.0
ENSG00000111875,ENSG00000111877,-1,MCM9,118813455,118935159,118935159,1,ASF1A,118894152,118909171,118894152,5.0
ENSG00000151917,ENSG00000151914,-1,DST,56457996,56954830,56954830,1,BEND6,56955107,57027346,56955107,2.0
ENSG00000155906,ENSG00000146476,1,ARMT1,151452466,151470101,151452466,-1,RMND1,151404762,151452126,151452126,2.0
ENSG00000146476,ENSG00000155906,-1,RMND1,151404762,151452126,151452126,1,ARMT1,151452466,151470101,151452466,2.0
ENSG00000180658,ENSG00000154269,1,ENPP3,131637302,131747410,131637302,-1,OR2A4,131699644,131701401,131701401,5.0
ENSG00000236761,ENSG00000154269,1,ENPP3,131637302,131747410,131637302,-1,CTAGE9,131708441,131711017,131711017,5.0
ENSG00000254440,ENSG00000112379,1,ARFGEF3,138161939,138344663,138161939,-1,PBOV1,138215986,138218491,138218491,5.0
ENSG00000135298,ENSG00000288712,1,,68635890,68635967,68635890,1,ADGRB3,68635282,69389506,68635282,3.0
ENSG00000288712,ENSG00000135298,1,ADGRB3,68635282,69389506,68635282,1,,68635890,68635967,68635890,3.0
ENSG00000204231,ENSG00000112473,1,SLC39A7,33200867,33204437,33200867,-1,RXRB,33193588,33200665,33200665,2.0
ENSG00000204228,ENSG00000112473,1,SLC39A7,33200867,33204437,33200867,1,HSD17B8,33204655,33206831,33204655,1.0
ENSG00000223501,ENSG00000231500,1,RPS18,33272075,33276511,33272075,-1,VPS52,33250278,33271876,33271876,2.0
ENSG00000235863,ENSG00000231500,1,RPS18,33272075,33276511,33272075,1,B3GALT4,33277123,33278825,33277123,1.0
ENSG00000231500,ENSG00000223501,-1,VPS52,33250278,33271876,33271876,1,RPS18,33272075,33276511,33272075,2.0
ENSG00000227057,ENSG00000204220,1,PFDN6,33289601,33290933,33289601,-1,WDR46,33279108,33289239,33289239,2.0
ENSG00000204220,ENSG00000227057,-1,WDR46,33279108,33289239,33289239,1,PFDN6,33289601,33290933,33289601,2.0
ENSG00000237441,ENSG00000231925,-1,TAPBP,33299694,33314078,33314078,-1,RGL2,33291654,33298942,33298942,1.0
ENSG00000236104,ENSG00000204209,-1,DAXX,33318558,33322959,33322959,-1,ZBTB22,33314418,33317744,33317744,1.0
ENSG00000213588,ENSG00000197283,1,SYNGAP1,33420065,33453689,33420065,1,ZBTB9,33454576,33457544,33454576,1.0
ENSG00000288708,ENSG00000124788,-1,ATXN1,16299112,16761460,16761460,-1,,16328342,16328431,16328431,6.0
ENSG00000112578,ENSG00000124641,-1,MED20,41905354,41921139,41921139,1,BYSL,41921499,41933046,41921499,2.0
ENSG00000001167,ENSG00000124596,-1,OARD1,41064772,41072356,41072356,1,NFYA,41072974,41102403,41072974,2.0
ENSG00000204688,ENSG00000204694,-1,OR11A1,29425504,29457071,29457071,1,OR2H1,29457155,29464328,29457155,2.0
ENSG00000206474,ENSG00000204694,-1,OR11A1,29425504,29457071,29457071,1,OR10C1,29439306,29440977,29439306,5.0
ENSG00000204590,ENSG00000204576,1,PRR3,30557295,30563723,30557295,-1,GNL1,30541381,30556489,30556489,2.0
ENSG00000135577,ENSG00000009844,1,VTA1,142147263,142224685,142147263,-1,NMBR,142074484,142147122,142147122,2.0
ENSG00000155085,ENSG00000112367,1,FIG4,109691296,109825426,109691296,-1,AK9,109492855,109691202,109691202,2.0
ENSG00000137434,ENSG00000111845,1,PAK1IP1,10694972,10709782,10694972,-1,C6orf52,10671422,10694616,10694616,2.0
ENSG00000122335,ENSG00000272047,1,GTF2H5,158168350,158199344,158168350,-1,SERAC1,158109519,158168262,158168262,2.0
ENSG00000272047,ENSG00000122335,-1,SERAC1,158109519,158168262,158168262,1,GTF2H5,158168350,158199344,158168350,2.0
ENSG00000276368,ENSG00000273703,1,H2BC14,27815022,27815489,27815022,-1,H2AC14,27814302,27814777,27814777,2.0
ENSG00000273703,ENSG00000276368,-1,H2AC14,27814302,27814777,27814777,1,H2BC14,27815022,27815489,27815022,2.0
ENSG00000204305,ENSG00000204304,-1,PBX2,32184733,32190202,32190202,-1,AGER,32180969,32184253,32184253,1.0
ENSG00000179165,ENSG00000112078,1,KCTD20,36443000,36491141,36443000,-1,PXT1,36390551,36442854,36442854,2.0
ENSG00000124702,ENSG00000124733,-1,MEA1,43011143,43013946,43013946,1,KLHDC3,43014249,43021294,43014249,2.0
ENSG00000124641,ENSG00000112578,1,BYSL,41921499,41933046,41921499,-1,MED20,41905354,41921139,41921139,2.0
ENSG00000196747,ENSG00000185130,-1,H2BC13,27807479,27807929,27807929,1,H2AC13,27808173,27808667,27808173,2.0
ENSG00000273802,ENSG00000277075,1,H2AC8,26216921,26217437,26216921,-1,H2BC8,26216200,26216688,26216688,2.0
ENSG00000185130,ENSG00000196747,1,H2AC13,27808173,27808667,27808173,-1,H2BC13,27807479,27807929,27807929,2.0
ENSG00000233822,ENSG00000275221,-1,H2AC15,27837880,27838375,27838375,1,H2BC15,27838569,27839110,27838569,2.0
ENSG00000277224,ENSG00000196866,-1,H2AC7,26198784,26199293,26199293,1,H2BC7,26199516,26199988,26199516,2.0
ENSG00000275713,ENSG00000277775,-1,H3C7,26250142,26250635,26250635,1,H2BC9,26251614,26252075,26251614,2.0
ENSG00000188996,ENSG00000112685,-1,EXOC2,485154,693139,693139,-1,HUS1B,655939,657100,657100,6.0
ENSG00000124635,ENSG00000196787,1,H2AC11,27133043,27133535,27133043,-1,H2BC11,27132316,27132795,27132795,2.0
ENSG00000196787,ENSG00000124635,-1,H2BC11,27132316,27132795,27132795,1,H2AC11,27133043,27133535,27133043,2.0
ENSG00000274997,ENSG00000197903,-1,H2BC12,27146361,27146855,27146855,1,H2AC12,27147106,27147562,27147106,2.0
ENSG00000111850,ENSG00000164411,-1,GJB7,87282980,87329278,87329278,1,SMIM8,87322588,87342329,87322588,5.0
ENSG00000146282,ENSG00000135336,1,ORC3,87590135,87667451,87590135,-1,RARS2,87513938,87589987,87589987,2.0
ENSG00000204536,ENSG00000137310,1,TCF19,31158589,31164215,31158589,-1,CCHCR1,31142439,31157802,31157802,2.0
ENSG00000204694,ENSG00000204688,1,OR2H1,29457155,29464328,29457155,-1,OR11A1,29425504,29457071,29457071,2.0
ENSG00000214558,ENSG00000188107,-1,EYS,63719980,65707226,65707226,1,ZC3H11C,65301476,65306574,65301476,5.0
ENSG00000178033,ENSG00000173626,-1,TRAPPC3L,116494989,116545684,116545684,1,CALHM5,116511639,116524788,116511639,5.0
ENSG00000204351,ENSG00000204356,-1,NELFE,31952087,31958971,31958971,1,SKIC2,31959175,31969751,31959175,2.0
ENSG00000013392,ENSG00000013375,-1,PGM3,83164873,83193265,83193265,1,RWDD2A,83193357,83198935,83193357,2.0
ENSG00000204344,ENSG00000204348,-1,DXO,31969815,31972138,31972138,1,STK19,31972363,31981446,31972363,2.0
ENSG00000168394,ENSG00000240065,1,PSMB9,32854192,32859851,32854192,-1,TAP1,32845209,32853704,32853704,2.0
ENSG00000185250,ENSG00000135587,1,SMPD2,109440724,109443919,109440724,-1,PPIL6,109390215,109440628,109440628,2.0
ENSG00000135587,ENSG00000185250,-1,PPIL6,109390215,109440628,109440628,1,SMPD2,109440724,109443919,109440724,2.0
ENSG00000013375,ENSG00000013392,1,RWDD2A,83193357,83198935,83193357,-1,PGM3,83164873,83193265,83193265,2.0
ENSG00000243649,ENSG00000166278,1,C2,31927717,31945672,31927717,1,CFB,31946095,31952084,31946095,1.0
ENSG00000112473,ENSG00000204231,-1,RXRB,33193588,33200665,33200665,1,SLC39A7,33200867,33204437,33200867,2.0
ENSG00000231925,ENSG00000236104,-1,ZBTB22,33314418,33317744,33317744,-1,TAPBP,33299694,33314078,33314078,1.0
ENSG00000185127,ENSG00000184465,-1,WDR27,169457212,169702029,169702029,1,C6orf120,169702126,169706360,169702126,2.0
ENSG00000228727,ENSG00000204410,1,MSH5,31740005,31762676,31740005,1,SAPCD1,31762656,31764850,31762656,1.0
ENSG00000240053,ENSG00000204435,1,CSNK2B,31666080,31670067,31666080,1,LY6G5B,31669976,31673546,31669976,1.0
ENSG00000277075,ENSG00000273802,-1,H2BC8,26216200,26216688,26216688,1,H2AC8,26216921,26217437,26216921,2.0
ENSG00000177688,ENSG00000055208,1,TAB2,149317712,149411607,149317712,1,SUMO4,149400262,149401278,149400262,6.0
ENSG00000244476,ENSG00000224531,1,SMIM13,11093834,11138733,11093834,-1,ERVFRD-1,11102489,11111725,11111725,5.0
ENSG00000164508,ENSG00000146047,1,H2BC1,25726777,25727345,25726777,-1,H2AC1,25726063,25726562,25726562,2.0
ENSG00000146047,ENSG00000164508,-1,H2AC1,25726063,25726562,25726562,1,H2BC1,25726777,25727345,25726777,2.0
ENSG00000204209,ENSG00000286920,-1,SMIM40,33323628,33329279,33329279,-1,DAXX,33318558,33322959,33322959,1.0
ENSG00000151914,ENSG00000151917,1,BEND6,56955107,57027346,56955107,-1,DST,56457996,56954830,56954830,2.0
ENSG00000137310,ENSG00000204536,-1,CCHCR1,31142439,31157802,31157802,1,TCF19,31158589,31164215,31158589,2.0
ENSG00000180596,ENSG00000180573,1,H2AC6,26124172,26124690,26124172,-1,H2BC4,26123467,26123926,26123926,2.0
ENSG00000197903,ENSG00000274997,1,H2AC12,27147106,27147562,27147106,-1,H2BC12,27146361,27146855,27146855,2.0
ENSG00000185345,ENSG00000112530,1,PACRG,162727974,163315500,162727974,-1,PRKN,161347417,162727766,162727766,2.0
ENSG00000112530,ENSG00000185345,-1,PRKN,161347417,162727766,162727766,1,PACRG,162727974,163315500,162727974,2.0
ENSG00000196284,ENSG00000124813,1,RUNX2,45328330,45551082,45328330,-1,SUPT3H,44826726,45377934,45377934,5.0
ENSG00000157593,ENSG00000146232,-1,NFKBIE,44258166,44265551,44265551,-1,SLC35B2,44254101,44257528,44257528,1.0
ENSG00000080546,ENSG00000183137,1,CEP57L1,109095507,109174418,109095507,-1,SESN1,108984309,109094846,109094846,2.0
ENSG00000183137,ENSG00000080546,-1,SESN1,108984309,109094846,109094846,1,CEP57L1,109095507,109174418,109095507,2.0
ENSG00000235272,ENSG00000071242,-1,RPS6KA2,166409364,166627251,166627251,-1,RAMACL,166583009,166586678,166586678,6.0
ENSG00000174227,ENSG00000182903,-1,ZNF721,439988,499156,499156,1,PIGG,499210,540200,499210,2.0
ENSG00000155275,ENSG00000087008,-1,ACOX3,8366282,8440723,8440723,1,TRMT44,8440777,8476555,8440777,2.0
ENSG00000164038,ENSG00000164039,-1,BDH2,103077592,103099834,103099834,-1,SLC9B2,103022253,103076761,103076761,1.0
ENSG00000174796,ENSG00000163743,-1,RCHY1,75479033,75514403,75514403,1,THAP6,75514473,75530026,75514473,2.0
ENSG00000145348,ENSG00000164022,1,AIMP1,106316550,106349456,106316550,-1,TBCK,106041599,106316209,106316209,2.0
ENSG00000138780,ENSG00000138785,-1,INTS12,105682627,105708689,105708689,1,GSTCD,105708784,105847725,105708784,2.0
ENSG00000177432,ENSG00000138641,1,HERC3,88592480,88708539,88592480,-1,NAP1L5,88695913,88697829,88697829,5.0
ENSG00000164117,ENSG00000164118,1,CEP44,174283911,174320328,174283911,-1,FBXO8,174236658,174283667,174283667,2.0
ENSG00000164118,ENSG00000164117,-1,FBXO8,174236658,174283667,174283667,1,CEP44,174283911,174320328,174283911,2.0
ENSG00000182552,ENSG00000168538,1,TRAPPC11,183659293,183713589,183659293,-1,RWDD4,183639635,183659185,183659185,2.0
ENSG00000164144,ENSG00000169989,-1,TIGD4,152769354,152779730,152779730,1,ARFIP1,152779954,152912357,152779954,2.0
ENSG00000168538,ENSG00000182552,-1,RWDD4,183639635,183659185,183659185,1,TRAPPC11,183659293,183713589,183659293,2.0
ENSG00000163293,ENSG00000198515,-1,CNGA1,47935977,48016681,48016681,1,NIPAL1,48016772,48040173,48016772,2.0
ENSG00000170917,ENSG00000145375,1,SPATA5,122923078,123319433,122923078,-1,NUDT6,122892577,122922597,122922597,2.0
ENSG00000163257,ENSG00000109805,1,NCAPG,17810979,17844865,17810979,-1,DCAF16,17800655,17810757,17810757,2.0
ENSG00000109805,ENSG00000163257,-1,DCAF16,17800655,17810757,17810757,1,NCAPG,17810979,17844865,17810979,2.0
ENSG00000109390,ENSG00000164134,1,NAA15,139301505,139391384,139301505,-1,NDUFC1,139289931,139302477,139302477,2.0
ENSG00000145375,ENSG00000170917,-1,NUDT6,122892577,122922597,122922597,1,SPATA5,122923078,123319433,122923078,2.0
ENSG00000145386,ENSG00000138686,-1,BBS7,121824329,121870474,121870474,-1,CCNA2,121816444,121823883,121823883,1.0
ENSG00000121897,ENSG00000163682,-1,RPL9,39454124,39458922,39458922,1,LIAS,39459056,39479506,39459056,2.0
ENSG00000163682,ENSG00000121897,1,LIAS,39459056,39479506,39459056,-1,RPL9,39454124,39458922,39458922,2.0
ENSG00000128050,ENSG00000128059,-1,PPAT,56393362,56435615,56435615,1,PAICS,56436260,56464578,56436260,2.0
ENSG00000177300,ENSG00000151718,1,WWC2,183099257,183320777,183099257,-1,CLDN22,183318100,183320276,183320276,5.0
ENSG00000198515,ENSG00000163293,1,NIPAL1,48016772,48040173,48016772,-1,CNGA1,47935977,48016681,48016681,2.0
ENSG00000164306,ENSG00000164305,-1,CASP3,184627696,184649447,184649447,1,PRIMPOL,184649738,184694952,184649738,2.0
ENSG00000145337,ENSG00000255072,-1,PIGY,88520998,88523776,88523776,-1,PYURF,88520998,88523776,88523776,3.0
ENSG00000255072,ENSG00000145337,-1,PYURF,88520998,88523776,88523776,-1,PIGY,88520998,88523776,88523776,3.0
ENSG00000087269,ENSG00000125388,1,GRK4,2963571,3040760,2963571,-1,NOP14,2937936,2963406,2963406,2.0
ENSG00000125388,ENSG00000087269,-1,NOP14,2937936,2963406,2963406,1,GRK4,2963571,3040760,2963571,2.0
ENSG00000163312,ENSG00000163319,1,MRPS18C,83456058,83462298,83456058,-1,HELQ,83407346,83455823,83455823,2.0
ENSG00000163319,ENSG00000163312,-1,HELQ,83407346,83455823,83455823,1,MRPS18C,83456058,83462298,83456058,2.0
ENSG00000109771,ENSG00000186352,1,ANKRD37,185396841,185400241,185396841,-1,LRP2BP,185363872,185395924,185395924,2.0
ENSG00000205208,ENSG00000171503,1,ETFDH,158672296,158709623,158672296,-1,C4orf46,158666675,158671887,158671887,2.0
ENSG00000171503,ENSG00000205208,-1,C4orf46,158666675,158671887,158671887,1,ETFDH,158672296,158709623,158672296,2.0
ENSG00000164022,ENSG00000145348,-1,TBCK,106041599,106316209,106316209,1,AIMP1,106316550,106349456,106316550,2.0
ENSG00000128059,ENSG00000128050,1,PAICS,56436260,56464578,56436260,-1,PPAT,56393362,56435615,56435615,2.0
ENSG00000163743,ENSG00000174796,1,THAP6,75514473,75530026,75514473,-1,RCHY1,75479033,75514403,75514403,2.0
ENSG00000013810,ENSG00000168936,-1,TMEM129,1715952,1721323,1721323,1,TACC3,1721521,1745171,1721521,2.0
ENSG00000168826,ENSG00000145220,-1,LYAR,4267701,4290154,4290154,1,ZBTB49,4290251,4321783,4290251,2.0
ENSG00000271271,ENSG00000173610,-1,UGT2A1,69588417,69653247,69653247,-1,UGT2A2,69588417,69639642,69639642,6.0
ENSG00000138785,ENSG00000138780,1,GSTCD,105708784,105847725,105708784,-1,INTS12,105682627,105708689,105708689,2.0
ENSG00000145293,ENSG00000152795,-1,HNRNPDL,82422569,82430462,82430462,1,ENOPH1,82430590,82461177,82430590,2.0
ENSG00000145220,ENSG00000168826,1,ZBTB49,4290251,4321783,4290251,-1,LYAR,4267701,4290154,4290154,2.0
