Selected Gene,Selected Gene name,Selected Strand,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping Strand,Overlapping TSS
ENSG00000174177,CTU2,1,88706503,ENSG00000158717,RNF166,-1,88706408
ENSG00000158805,ZNF276,1,89721537,ENSG00000075399,VPS9D1,-1,89720898
ENSG00000141012,GALNS,-1,88856947,ENSG00000167515,TRAPPC2L,1,88857127
ENSG00000167515,TRAPPC2L,1,88857127,ENSG00000141012,GALNS,-1,88856947
ENSG00000077235,GTF3C1,-1,27549913,ENSG00000047578,KATNIP,1,27550144
ENSG00000047578,KATNIP,1,27550144,ENSG00000077235,GTF3C1,-1,27549913
ENSG00000131148,EMC8,-1,85799544,ENSG00000131143,COX4I1,1,85799695
ENSG00000131143,COX4I1,1,85799695,ENSG00000131148,EMC8,-1,85799544
ENSG00000103005,USB1,1,58001407,ENSG00000166188,ZNF319,-1,58000672
ENSG00000102977,ACD,-1,67660260,ENSG00000102981,PARD6A,1,67660960
ENSG00000102893,PHKB,1,47461331,ENSG00000129636,ITFG1,-1,47461063
ENSG00000180185,FAHD1,1,1827206,ENSG00000063854,HAGH,-1,1826825
ENSG00000183336,BOLA2,-1,29454351,ENSG00000181625,SLX1B,1,29454533
ENSG00000103051,COG4,-1,70523554,ENSG00000189091,SF3B3,1,70523816
ENSG00000181625,SLX1B,1,29454533,ENSG00000183336,BOLA2,-1,29454351
ENSG00000140718,FTO,1,53704156,ENSG00000103494,RPGRIP1L,-1,53703859
ENSG00000069329,VPS35,-1,46689178,ENSG00000091651,ORC6,1,46689659
ENSG00000091651,ORC6,1,46689659,ENSG00000069329,VPS35,-1,46689178
ENSG00000161981,SNRNP25,1,53828,ENSG00000161980,POLR3K,-1,53608
ENSG00000103121,CMC2,-1,81006885,ENSG00000166451,CENPN,1,81007214
ENSG00000083093,PALB2,-1,23641310,ENSG00000166847,DCTN5,1,23641466
ENSG00000007376,RPUSD1,-1,788381,ENSG00000127586,CHTF18,1,788620
ENSG00000127586,CHTF18,1,788620,ENSG00000007376,RPUSD1,-1,788381
ENSG00000172775,PSME3IP1,-1,57186039,ENSG00000159579,RSPRY1,1,57186329
ENSG00000103197,TSC2,1,2047985,ENSG00000065057,NTHL1,-1,2047834
ENSG00000124279,FASTKD3,-1,7869031,ENSG00000124275,MTRR,1,7869148
ENSG00000124275,MTRR,1,7869148,ENSG00000124279,FASTKD3,-1,7869031
ENSG00000113593,PPWD1,1,65563296,ENSG00000123219,CENPK,-1,65563168
ENSG00000213949,ITGA1,1,52787916,ENSG00000152684,PELO,1,52787916
ENSG00000039123,MTREX,1,55307989,ENSG00000067248,DHX29,-1,55307694
ENSG00000174695,TMEM167A,-1,83077394,ENSG00000152422,XRCC4,1,83077547
ENSG00000113597,TRAPPC13,1,65625027,ENSG00000253251,SHLD3,1,65625027
ENSG00000113597,TRAPPC13,1,65625027,ENSG00000113595,TRIM23,-1,65624333
ENSG00000113595,TRIM23,-1,65624333,ENSG00000253251,SHLD3,1,65625027
ENSG00000113595,TRIM23,-1,65624333,ENSG00000113597,TRAPPC13,1,65625027
ENSG00000253251,SHLD3,1,65625027,ENSG00000113595,TRIM23,-1,65624333
ENSG00000253251,SHLD3,1,65625027,ENSG00000113597,TRAPPC13,1,65625027
ENSG00000123219,CENPK,-1,65563168,ENSG00000113593,PPWD1,1,65563296
ENSG00000197860,SGTB,-1,65722109,ENSG00000123213,NLN,1,65722205
ENSG00000113318,MSH3,1,80654652,ENSG00000228716,DHFR,-1,80654983
ENSG00000132837,DMGDH,-1,79069674,ENSG00000132840,BHMT2,1,79069767
ENSG00000145782,ATG12,-1,115841565,ENSG00000177879,AP3S1,1,115841935
ENSG00000177879,AP3S1,1,115841935,ENSG00000145782,ATG12,-1,115841565
ENSG00000132840,BHMT2,1,79069767,ENSG00000132837,DMGDH,-1,79069674
ENSG00000152684,PELO,1,52787916,ENSG00000213949,ITGA1,1,52787916
ENSG00000145817,YIPF5,-1,144170659,ENSG00000183775,KCTD16,1,144170873
ENSG00000112984,KIF20A,1,138179112,ENSG00000112983,BRD8,-1,138178630
ENSG00000228716,DHFR,-1,80654983,ENSG00000113318,MSH3,1,80654652
ENSG00000183775,KCTD16,1,144170873,ENSG00000145817,YIPF5,-1,144170659
ENSG00000123213,NLN,1,65722205,ENSG00000197860,SGTB,-1,65722109
ENSG00000164296,TIGD6,-1,150000654,ENSG00000113716,HMGXB3,1,150000739
ENSG00000113716,HMGXB3,1,150000739,ENSG00000164296,TIGD6,-1,150000654
ENSG00000164366,CCDC127,-1,218153,ENSG00000073578,SDHA,1,218320
ENSG00000152422,XRCC4,1,83077547,ENSG00000174695,TMEM167A,-1,83077394
ENSG00000037474,NSUN2,-1,6633044,ENSG00000145545,SRD5A1,1,6633440
ENSG00000145545,SRD5A1,1,6633440,ENSG00000037474,NSUN2,-1,6633044
ENSG00000131495,NDUFA2,-1,140647630,ENSG00000113141,IK,1,140647829
ENSG00000112855,HARS2,1,140691455,ENSG00000170445,HARS1,-1,140691370
ENSG00000170445,HARS1,-1,140691370,ENSG00000112855,HARS2,1,140691455
ENSG00000176055,MBLAC2,-1,90474771,ENSG00000113356,POLR3G,1,90474864
ENSG00000113356,POLR3G,1,90474864,ENSG00000176055,MBLAC2,-1,90474771
ENSG00000112983,BRD8,-1,138178630,ENSG00000112984,KIF20A,1,138179112
ENSG00000164331,ANKRA2,-1,73565639,ENSG00000164338,UTP15,1,73565743
ENSG00000164338,UTP15,1,73565743,ENSG00000164331,ANKRA2,-1,73565639
ENSG00000074317,SNCB,-1,176630534,ENSG00000175766,EIF4E1B,1,176630675
ENSG00000175766,EIF4E1B,1,176630675,ENSG00000074317,SNCB,-1,176630534
ENSG00000164182,NDUFAF2,1,60945205,ENSG00000049167,ERCC8,-1,60945070
ENSG00000164187,LMBRD2,-1,36151887,ENSG00000145604,SKP2,1,36152111
ENSG00000145604,SKP2,1,36152111,ENSG00000164187,LMBRD2,-1,36151887
ENSG00000082213,C5orf22,1,31532301,ENSG00000113360,DROSHA,-1,31532093
ENSG00000113360,DROSHA,-1,31532093,ENSG00000082213,C5orf22,1,31532301
ENSG00000055147,FAM114A2,-1,154038910,ENSG00000037749,MFAP3,1,154038967
ENSG00000037749,MFAP3,1,154038967,ENSG00000055147,FAM114A2,-1,154038910
ENSG00000176087,SLC35A4,1,140564828,ENSG00000113108,APBB3,-1,140564598
ENSG00000085231,AK6,-1,69369520,ENSG00000152942,RAD17,1,69369818
ENSG00000085231,AK6,-1,69369520,ENSG00000273841,TAF9,-1,69369520
ENSG00000273841,TAF9,-1,69369520,ENSG00000152942,RAD17,1,69369818
ENSG00000273841,TAF9,-1,69369520,ENSG00000085231,AK6,-1,69369520
ENSG00000152942,RAD17,1,69369818,ENSG00000273841,TAF9,-1,69369520
ENSG00000152942,RAD17,1,69369818,ENSG00000085231,AK6,-1,69369520
ENSG00000113108,APBB3,-1,140564598,ENSG00000176087,SLC35A4,1,140564828
ENSG00000145723,GIN1,-1,103120138,ENSG00000145725,PPIP5K2,1,103120301
ENSG00000113163,CERT1,-1,75511629,ENSG00000122008,POLK,1,75511891
ENSG00000049167,ERCC8,-1,60945070,ENSG00000164182,NDUFAF2,1,60945205
ENSG00000171720,HDAC3,-1,141636849,ENSG00000164620,RELL2,1,141636997
ENSG00000164620,RELL2,1,141636997,ENSG00000171720,HDAC3,-1,141636849
ENSG00000169228,RAB24,-1,177303719,ENSG00000169230,PRELID1,1,177303799
ENSG00000169230,PRELID1,1,177303799,ENSG00000169228,RAB24,-1,177303719
ENSG00000028310,BRD9,-1,892801,ENSG00000071539,TRIP13,1,892884
ENSG00000071539,TRIP13,1,892884,ENSG00000028310,BRD9,-1,892801
ENSG00000164405,UQCRQ,1,132866642,ENSG00000164404,GDF9,-1,132866469
ENSG00000067248,DHX29,-1,55307694,ENSG00000039123,MTREX,1,55307989
ENSG00000073578,SDHA,1,218320,ENSG00000164366,CCDC127,-1,218153
ENSG00000164404,GDF9,-1,132866469,ENSG00000164405,UQCRQ,1,132866642
ENSG00000113141,IK,1,140647829,ENSG00000131495,NDUFA2,-1,140647630
ENSG00000153006,SREK1IP1,-1,64768691,ENSG00000153015,CWC27,1,64768930
ENSG00000153015,CWC27,1,64768930,ENSG00000153006,SREK1IP1,-1,64768691
ENSG00000164347,GFM2,-1,74767117,ENSG00000164346,NSA2,1,74767249
ENSG00000164346,NSA2,1,74767249,ENSG00000164347,GFM2,-1,74767117
ENSG00000170584,NUDCD2,-1,163460102,ENSG00000072571,HMMR,1,163460632
ENSG00000072571,HMMR,1,163460632,ENSG00000170584,NUDCD2,-1,163460102
ENSG00000048162,NOP16,-1,176388598,ENSG00000146066,HIGD2A,1,176388751
ENSG00000146066,HIGD2A,1,176388751,ENSG00000048162,NOP16,-1,176388598
ENSG00000049883,PTCD2,1,72320373,ENSG00000113048,MRPS27,-1,72320240
ENSG00000113456,RAD1,-1,34915504,ENSG00000113460,BRIX1,1,34915711
ENSG00000113460,BRIX1,1,34915711,ENSG00000113456,RAD1,-1,34915504
ENSG00000113048,MRPS27,-1,72320240,ENSG00000049883,PTCD2,1,72320373
ENSG00000164291,ARSK,1,95555101,ENSG00000198677,SKIC3,-1,95554977
ENSG00000145725,PPIP5K2,1,103120301,ENSG00000145723,GIN1,-1,103120138
ENSG00000198677,SKIC3,-1,95554977,ENSG00000164291,ARSK,1,95555101
ENSG00000133302,SLF1,1,94618669,ENSG00000185261,KIAA0825,-1,94618604
ENSG00000185261,KIAA0825,-1,94618604,ENSG00000133302,SLF1,1,94618669
ENSG00000150756,ATPSCKMT,-1,10249888,ENSG00000150753,CCT5,1,10250280
ENSG00000150753,CCT5,1,10250280,ENSG00000150756,ATPSCKMT,-1,10249888
ENSG00000122008,POLK,1,75511891,ENSG00000113163,CERT1,-1,75511629
ENSG00000165097,KDM1B,1,18155422,ENSG00000137364,TPMT,-1,18155077
ENSG00000137364,TPMT,-1,18155077,ENSG00000165097,KDM1B,1,18155422
ENSG00000164304,CAGE1,-1,7389742,ENSG00000124784,RIOK1,1,7389808
ENSG00000124784,RIOK1,1,7389808,ENSG00000164304,CAGE1,-1,7389742
ENSG00000112078,KCTD20,1,36443000,ENSG00000179165,PXT1,-1,36442854
ENSG00000146085,MMUT,-1,49463253,ENSG00000031691,CENPQ,1,49463370
ENSG00000065491,TBC1D22B,1,37257772,ENSG00000172738,TMEM217,-1,37258144
ENSG00000065491,TBC1D22B,1,37257772,ENSG00000286105,TMEM217B,-1,37258144
ENSG00000286105,TMEM217B,-1,37258144,ENSG00000172738,TMEM217,-1,37258144
ENSG00000286105,TMEM217B,-1,37258144,ENSG00000065491,TBC1D22B,1,37257772
ENSG00000172738,TMEM217,-1,37258144,ENSG00000286105,TMEM217B,-1,37258144
ENSG00000172738,TMEM217,-1,37258144,ENSG00000065491,TBC1D22B,1,37257772
ENSG00000031691,CENPQ,1,49463370,ENSG00000146085,MMUT,-1,49463253
ENSG00000146233,CYP39A1,-1,46652818,ENSG00000153291,SLC25A27,1,46652975
ENSG00000203778,FAM229B,1,112087591,ENSG00000074935,TUBE1,-1,112087482
ENSG00000009844,VTA1,1,142147263,ENSG00000135577,NMBR,-1,142147122
ENSG00000034693,PEX3,1,143450805,ENSG00000189007,ADAT2,-1,143450695
ENSG00000124596,OARD1,-1,41072356,ENSG00000001167,NFYA,1,41072974
ENSG00000189007,ADAT2,-1,143450695,ENSG00000034693,PEX3,1,143450805
ENSG00000168438,CDC40,1,110180427,ENSG00000112290,WASF1,-1,110179670
ENSG00000112290,WASF1,-1,110179670,ENSG00000168438,CDC40,1,110180427
ENSG00000130023,ERMARD,1,169751622,ENSG00000184786,DYNLT2,-1,169751572
ENSG00000184465,WDR27,-1,169702029,ENSG00000185127,C6orf120,1,169702126
ENSG00000074935,TUBE1,-1,112087482,ENSG00000203778,FAM229B,1,112087591
ENSG00000184786,DYNLT2,-1,169751572,ENSG00000130023,ERMARD,1,169751622
ENSG00000028839,TBPL1,1,133953224,ENSG00000288529,,1,133953304
ENSG00000288529,,1,133953304,ENSG00000028839,TBPL1,1,133953224
ENSG00000145982,FARS2,1,5261513,ENSG00000214113,LYRM4,-1,5260950
ENSG00000111802,TDP2,-1,24666899,ENSG00000112304,ACOT13,1,24667077
ENSG00000112304,ACOT13,1,24667077,ENSG00000111802,TDP2,-1,24666899
ENSG00000112367,FIG4,1,109691296,ENSG00000155085,AK9,-1,109691202
ENSG00000111845,PAK1IP1,1,10694972,ENSG00000137434,C6orf52,-1,10694616
ENSG00000120438,TCP1,-1,159789602,ENSG00000112110,MRPL18,1,159790467
ENSG00000112110,MRPL18,1,159790467,ENSG00000120438,TCP1,-1,159789602
ENSG00000124733,MEA1,-1,43013946,ENSG00000124702,KLHDC3,1,43014249
ENSG00000137171,KLC4,1,43059631,ENSG00000112651,MRPL2,-1,43059434
ENSG00000112651,MRPL2,-1,43059434,ENSG00000137171,KLC4,1,43059631
ENSG00000130347,RTN4IP1,-1,106629498,ENSG00000130348,QRSL1,1,106629578
ENSG00000130348,QRSL1,1,106629578,ENSG00000130347,RTN4IP1,-1,106629498
ENSG00000214113,LYRM4,-1,5260950,ENSG00000145982,FARS2,1,5261513
ENSG00000180992,MRPL14,-1,44127452,ENSG00000137216,TMEM63B,1,44127554
ENSG00000137216,TMEM63B,1,44127554,ENSG00000180992,MRPL14,-1,44127452
ENSG00000171453,POLR1C,1,43517089,ENSG00000137207,YIPF3,-1,43516926
ENSG00000137207,YIPF3,-1,43516926,ENSG00000171453,POLR1C,1,43517089
ENSG00000124571,XPO5,-1,43576038,ENSG00000170734,POLH,1,43576185
ENSG00000170734,POLH,1,43576185,ENSG00000124571,XPO5,-1,43576038
ENSG00000137218,FRS3,-1,41779900,ENSG00000278224,PRICKLE4,1,41780782
ENSG00000278224,PRICKLE4,1,41780782,ENSG00000137218,FRS3,-1,41779900
ENSG00000204390,HSPA1L,-1,31815283,ENSG00000204389,HSPA1A,1,31815543
ENSG00000204389,HSPA1A,1,31815543,ENSG00000204390,HSPA1L,-1,31815283
ENSG00000288646,,1,53065602,ENSG00000112146,FBXO9,1,53065404
ENSG00000204576,PRR3,1,30557295,ENSG00000204590,GNL1,-1,30556489
ENSG00000204569,PPP1R10,-1,30617243,ENSG00000204568,MRPS18B,1,30617840
ENSG00000204568,MRPS18B,1,30617840,ENSG00000204569,PPP1R10,-1,30617243
ENSG00000112146,FBXO9,1,53065404,ENSG00000288646,,1,53065602
ENSG00000240065,PSMB9,1,32854192,ENSG00000168394,TAP1,-1,32853704
ENSG00000135336,ORC3,1,87590135,ENSG00000146282,RARS2,-1,87589987
ENSG00000275221,H2AC15,-1,27838375,ENSG00000233822,H2BC15,1,27838569
ENSG00000278677,H2AC17,-1,27893185,ENSG00000274641,H2BC17,1,27893425
ENSG00000274641,H2BC17,1,27893425,ENSG00000278677,H2AC17,-1,27893185
ENSG00000153291,SLC25A27,1,46652975,ENSG00000146233,CYP39A1,-1,46652818
ENSG00000204356,NELFE,-1,31958971,ENSG00000204351,SKIC2,1,31959175
ENSG00000204348,DXO,-1,31972138,ENSG00000204344,STK19,1,31972363
ENSG00000180573,H2AC6,1,26124172,ENSG00000180596,H2BC4,-1,26123926
ENSG00000196866,H2AC7,-1,26199293,ENSG00000277224,H2BC7,1,26199516
ENSG00000277775,H3C7,-1,26250635,ENSG00000275713,H2BC9,1,26251614
ENSG00000151917,BEND6,1,56955107,ENSG00000151914,DST,-1,56954830
ENSG00000155906,RMND1,-1,151452126,ENSG00000146476,ARMT1,1,151452466
ENSG00000146476,ARMT1,1,151452466,ENSG00000155906,RMND1,-1,151452126
ENSG00000135298,ADGRB3,1,68635282,ENSG00000288712,,1,68635890
ENSG00000288712,,1,68635890,ENSG00000135298,ADGRB3,1,68635282
ENSG00000204231,RXRB,-1,33200665,ENSG00000112473,SLC39A7,1,33200867
ENSG00000223501,VPS52,-1,33271876,ENSG00000231500,RPS18,1,33272075
ENSG00000231500,RPS18,1,33272075,ENSG00000223501,VPS52,-1,33271876
ENSG00000227057,WDR46,-1,33289239,ENSG00000204220,PFDN6,1,33289601
ENSG00000204220,PFDN6,1,33289601,ENSG00000227057,WDR46,-1,33289239
ENSG00000112578,BYSL,1,41921499,ENSG00000124641,MED20,-1,41921139
ENSG00000001167,NFYA,1,41072974,ENSG00000124596,OARD1,-1,41072356
ENSG00000204688,OR2H1,1,29457155,ENSG00000204694,OR11A1,-1,29457071
ENSG00000204590,GNL1,-1,30556489,ENSG00000204576,PRR3,1,30557295
ENSG00000135577,NMBR,-1,142147122,ENSG00000009844,VTA1,1,142147263
ENSG00000155085,AK9,-1,109691202,ENSG00000112367,FIG4,1,109691296
ENSG00000137434,C6orf52,-1,10694616,ENSG00000111845,PAK1IP1,1,10694972
ENSG00000122335,SERAC1,-1,158168262,ENSG00000272047,GTF2H5,1,158168350
ENSG00000272047,GTF2H5,1,158168350,ENSG00000122335,SERAC1,-1,158168262
ENSG00000276368,H2AC14,-1,27814777,ENSG00000273703,H2BC14,1,27815022
ENSG00000273703,H2BC14,1,27815022,ENSG00000276368,H2AC14,-1,27814777
ENSG00000179165,PXT1,-1,36442854,ENSG00000112078,KCTD20,1,36443000
ENSG00000124702,KLHDC3,1,43014249,ENSG00000124733,MEA1,-1,43013946
ENSG00000124641,MED20,-1,41921139,ENSG00000112578,BYSL,1,41921499
ENSG00000196747,H2AC13,1,27808173,ENSG00000185130,H2BC13,-1,27807929
ENSG00000273802,H2BC8,-1,26216688,ENSG00000277075,H2AC8,1,26216921
ENSG00000185130,H2BC13,-1,27807929,ENSG00000196747,H2AC13,1,27808173
ENSG00000233822,H2BC15,1,27838569,ENSG00000275221,H2AC15,-1,27838375
ENSG00000277224,H2BC7,1,26199516,ENSG00000196866,H2AC7,-1,26199293
ENSG00000275713,H2BC9,1,26251614,ENSG00000277775,H3C7,-1,26250635
ENSG00000124635,H2BC11,-1,27132795,ENSG00000196787,H2AC11,1,27133043
ENSG00000196787,H2AC11,1,27133043,ENSG00000124635,H2BC11,-1,27132795
ENSG00000274997,H2AC12,1,27147106,ENSG00000197903,H2BC12,-1,27146855
ENSG00000146282,RARS2,-1,87589987,ENSG00000135336,ORC3,1,87590135
ENSG00000204536,CCHCR1,-1,31157802,ENSG00000137310,TCF19,1,31158589
ENSG00000204694,OR11A1,-1,29457071,ENSG00000204688,OR2H1,1,29457155
ENSG00000204351,SKIC2,1,31959175,ENSG00000204356,NELFE,-1,31958971
ENSG00000013392,RWDD2A,1,83193357,ENSG00000013375,PGM3,-1,83193265
ENSG00000204344,STK19,1,31972363,ENSG00000204348,DXO,-1,31972138
ENSG00000168394,TAP1,-1,32853704,ENSG00000240065,PSMB9,1,32854192
ENSG00000185250,PPIL6,-1,109440628,ENSG00000135587,SMPD2,1,109440724
ENSG00000135587,SMPD2,1,109440724,ENSG00000185250,PPIL6,-1,109440628
ENSG00000013375,PGM3,-1,83193265,ENSG00000013392,RWDD2A,1,83193357
ENSG00000112473,SLC39A7,1,33200867,ENSG00000204231,RXRB,-1,33200665
ENSG00000185127,C6orf120,1,169702126,ENSG00000184465,WDR27,-1,169702029
ENSG00000277075,H2AC8,1,26216921,ENSG00000273802,H2BC8,-1,26216688
ENSG00000164508,H2AC1,-1,25726562,ENSG00000146047,H2BC1,1,25726777
ENSG00000146047,H2BC1,1,25726777,ENSG00000164508,H2AC1,-1,25726562
ENSG00000151914,DST,-1,56954830,ENSG00000151917,BEND6,1,56955107
ENSG00000137310,TCF19,1,31158589,ENSG00000204536,CCHCR1,-1,31157802
ENSG00000180596,H2BC4,-1,26123926,ENSG00000180573,H2AC6,1,26124172
ENSG00000197903,H2BC12,-1,27146855,ENSG00000274997,H2AC12,1,27147106
ENSG00000185345,PRKN,-1,162727766,ENSG00000112530,PACRG,1,162727974
ENSG00000112530,PACRG,1,162727974,ENSG00000185345,PRKN,-1,162727766
ENSG00000080546,SESN1,-1,109094846,ENSG00000183137,CEP57L1,1,109095507
ENSG00000183137,CEP57L1,1,109095507,ENSG00000080546,SESN1,-1,109094846
ENSG00000174227,PIGG,1,499210,ENSG00000182903,ZNF721,-1,499156
ENSG00000155275,TRMT44,1,8440777,ENSG00000087008,ACOX3,-1,8440723
ENSG00000174796,THAP6,1,75514473,ENSG00000163743,RCHY1,-1,75514403
ENSG00000145348,TBCK,-1,106316209,ENSG00000164022,AIMP1,1,106316550
ENSG00000138780,GSTCD,1,105708784,ENSG00000138785,INTS12,-1,105708689
ENSG00000164117,FBXO8,-1,174283667,ENSG00000164118,CEP44,1,174283911
ENSG00000164118,CEP44,1,174283911,ENSG00000164117,FBXO8,-1,174283667
ENSG00000182552,RWDD4,-1,183659185,ENSG00000168538,TRAPPC11,1,183659293
ENSG00000164144,ARFIP1,1,152779954,ENSG00000169989,TIGD4,-1,152779730
ENSG00000168538,TRAPPC11,1,183659293,ENSG00000182552,RWDD4,-1,183659185
ENSG00000163293,NIPAL1,1,48016772,ENSG00000198515,CNGA1,-1,48016681
ENSG00000170917,NUDT6,-1,122922597,ENSG00000145375,SPATA5,1,122923078
ENSG00000163257,DCAF16,-1,17810757,ENSG00000109805,NCAPG,1,17810979
ENSG00000109805,NCAPG,1,17810979,ENSG00000163257,DCAF16,-1,17810757
ENSG00000109390,NDUFC1,-1,139302477,ENSG00000164134,NAA15,1,139301505
ENSG00000145375,SPATA5,1,122923078,ENSG00000170917,NUDT6,-1,122922597
ENSG00000121897,LIAS,1,39459056,ENSG00000163682,RPL9,-1,39458922
ENSG00000163682,RPL9,-1,39458922,ENSG00000121897,LIAS,1,39459056
ENSG00000128050,PAICS,1,56436260,ENSG00000128059,PPAT,-1,56435615
ENSG00000198515,CNGA1,-1,48016681,ENSG00000163293,NIPAL1,1,48016772
ENSG00000164306,PRIMPOL,1,184649738,ENSG00000164305,CASP3,-1,184649447
ENSG00000145337,PYURF,-1,88523776,ENSG00000255072,PIGY,-1,88523776
ENSG00000255072,PIGY,-1,88523776,ENSG00000145337,PYURF,-1,88523776
ENSG00000087269,NOP14,-1,2963406,ENSG00000125388,GRK4,1,2963571
ENSG00000125388,GRK4,1,2963571,ENSG00000087269,NOP14,-1,2963406
ENSG00000163312,HELQ,-1,83455823,ENSG00000163319,MRPS18C,1,83456058
ENSG00000163319,MRPS18C,1,83456058,ENSG00000163312,HELQ,-1,83455823
ENSG00000109771,LRP2BP,-1,185395924,ENSG00000186352,ANKRD37,1,185396841
ENSG00000205208,C4orf46,-1,158671887,ENSG00000171503,ETFDH,1,158672296
ENSG00000171503,ETFDH,1,158672296,ENSG00000205208,C4orf46,-1,158671887
ENSG00000164022,AIMP1,1,106316550,ENSG00000145348,TBCK,-1,106316209
ENSG00000128059,PPAT,-1,56435615,ENSG00000128050,PAICS,1,56436260
ENSG00000163743,RCHY1,-1,75514403,ENSG00000174796,THAP6,1,75514473
ENSG00000013810,TACC3,1,1721521,ENSG00000168936,TMEM129,-1,1721323
ENSG00000168826,ZBTB49,1,4290251,ENSG00000145220,LYAR,-1,4290154
ENSG00000138785,INTS12,-1,105708689,ENSG00000138780,GSTCD,1,105708784
ENSG00000145293,ENOPH1,1,82430590,ENSG00000152795,HNRNPDL,-1,82430462
ENSG00000145220,LYAR,-1,4290154,ENSG00000168826,ZBTB49,1,4290251
ENSG00000138658,ZGRF1,-1,112636909,ENSG00000174720,LARP7,1,112637143
ENSG00000174720,LARP7,1,112637143,ENSG00000138658,ZGRF1,-1,112636909
ENSG00000169020,ATP5ME,-1,674276,ENSG00000215375,MYL5,1,674542
ENSG00000215375,MYL5,1,674542,ENSG00000169020,ATP5ME,-1,674276
ENSG00000130997,POLN,-1,2242121,ENSG00000214367,HAUS3,-1,2242121
ENSG00000159733,ZFYVE28,-1,2418645,ENSG00000206113,CFAP99,1,2418974
ENSG00000206113,CFAP99,1,2418974,ENSG00000159733,ZFYVE28,-1,2418645
ENSG00000178950,GAK,-1,932316,ENSG00000127419,TMEM175,1,932460
ENSG00000127419,TMEM175,1,932460,ENSG00000178950,GAK,-1,932316
ENSG00000186352,ANKRD37,1,185396841,ENSG00000109771,LRP2BP,-1,185395924
ENSG00000109775,UFSP2,-1,185425964,ENSG00000205129,C4orf47,1,185426254
ENSG00000205129,C4orf47,1,185426254,ENSG00000109775,UFSP2,-1,185425964
ENSG00000164305,CASP3,-1,184649447,ENSG00000164306,PRIMPOL,1,184649738
ENSG00000164162,ANAPC10,-1,145098196,ENSG00000164163,ABCE1,1,145098311
ENSG00000164163,ABCE1,1,145098311,ENSG00000164162,ANAPC10,-1,145098196
ENSG00000169989,TIGD4,-1,152779730,ENSG00000164144,ARFIP1,1,152779954
ENSG00000214367,HAUS3,-1,2242121,ENSG00000130997,POLN,-1,2242121
ENSG00000152795,HNRNPDL,-1,82430462,ENSG00000145293,ENOPH1,1,82430590
ENSG00000164073,MFSD8,-1,127965173,ENSG00000164074,ABHD18,1,127965406
ENSG00000173013,CCDC96,-1,7043001,ENSG00000173011,TADA2B,1,7043372
ENSG00000173011,TADA2B,1,7043372,ENSG00000173013,CCDC96,-1,7043001
ENSG00000164134,NAA15,1,139301505,ENSG00000109390,NDUFC1,-1,139302477
ENSG00000182903,ZNF721,-1,499156,ENSG00000174227,PIGG,1,499210
ENSG00000168936,TMEM129,-1,1721323,ENSG00000013810,TACC3,1,1721521
ENSG00000087008,ACOX3,-1,8440723,ENSG00000155275,TRMT44,1,8440777
ENSG00000164074,ABHD18,1,127965406,ENSG00000164073,MFSD8,-1,127965173
ENSG00000106524,ANKMY2,-1,16645754,ENSG00000136261,BZW2,1,16646181
ENSG00000146731,CCT6A,1,56051765,ENSG00000146733,PSPH,-1,56051444
ENSG00000146733,PSPH,-1,56051444,ENSG00000146731,CCT6A,1,56051765
ENSG00000127993,RBM48,1,92528795,ENSG00000127980,PEX1,-1,92528520
ENSG00000127980,PEX1,-1,92528520,ENSG00000127993,RBM48,1,92528795
ENSG00000001629,ANKIB1,1,92245974,ENSG00000001631,KRIT1,-1,92245914
ENSG00000177683,THAP5,-1,108569706,ENSG00000128590,DNAJB9,1,108569874
ENSG00000106397,PLOD3,-1,101217581,ENSG00000106400,ZNHIT1,1,101218165
ENSG00000128590,DNAJB9,1,108569874,ENSG00000177683,THAP5,-1,108569706
ENSG00000198839,ZNF277,1,112206695,ENSG00000128512,DOCK4,-1,112206399
ENSG00000170632,ARMC10,1,103075140,ENSG00000161040,FBXL13,-1,103074796
ENSG00000105929,ATP6V0A4,-1,138798196,ENSG00000214128,TMEM213,1,138797994
ENSG00000214128,TMEM213,1,138797994,ENSG00000105929,ATP6V0A4,-1,138798196
ENSG00000106400,ZNHIT1,1,101218165,ENSG00000106397,PLOD3,-1,101217581
ENSG00000168303,MPLKIP,-1,40134622,ENSG00000175600,SUGCT,1,40135005
ENSG00000105865,DUS4L,1,107563971,ENSG00000164597,COG5,-1,107563920
ENSG00000175600,SUGCT,1,40135005,ENSG00000168303,MPLKIP,-1,40134622
ENSG00000221838,AP4M1,1,100101643,ENSG00000166508,MCM7,-1,100101397
ENSG00000166997,CNPY4,1,100119634,ENSG00000106290,TAF6,-1,100119358
ENSG00000066923,STAG3,1,100177918,ENSG00000213420,GPC2,-1,100177381
ENSG00000213420,GPC2,-1,100177381,ENSG00000066923,STAG3,1,100177918
ENSG00000006652,IFRD1,1,112450460,ENSG00000288634,,1,112450487
ENSG00000288634,,1,112450487,ENSG00000006652,IFRD1,1,112450460
ENSG00000135211,TMEM60,-1,77798434,ENSG00000006576,PHTF2,1,77798773
ENSG00000002933,TMEM176A,1,150800769,ENSG00000106565,TMEM176B,-1,150800364
ENSG00000160917,CPSF4,1,99438943,ENSG00000106246,PTCD1,-1,99438798
ENSG00000127399,LRRC61,1,150323355,ENSG00000106526,ACTR3C,-1,150323545
